"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/26/2021","AQS","380650002","1","3.3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/27/2021","AQS","380650002","1","2.4","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/28/2021","AQS","380650002","1","1.9","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/29/2021","AQS","380650002","1","2.9","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/30/2021","AQS","380650002","1","1.4","ppb","1","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/31/2021","AQS","380650002","1","7","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/01/2021","AQS","380650002","1","1.9","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/02/2021","AQS","380650002","1","3.1","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/03/2021","AQS","380650002","1","2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/04/2021","AQS","380650002","1","4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/05/2021","AQS","380650002","1","4.1","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/06/2021","AQS","380650002","1","3.9","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/07/2021","AQS","380650002","1","4.8","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/08/2021","AQS","380650002","1","11.7","ppb","10","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/09/2021","AQS","380650002","1","2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/10/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/11/2021","AQS","380650002","1","2.1","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/12/2021","AQS","380650002","1","1.9","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/13/2021","AQS","380650002","1","0.5","ppb","0","HANNOVER","22","92.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/14/2021","AQS","380650002","1","1","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/15/2021","AQS","380650002","1","4.4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/16/2021","AQS","380650002","1","4.5","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/17/2021","AQS","380650002","1","4.9","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/18/2021","AQS","380650002","1","3.9","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/19/2021","AQS","380650002","1","1.2","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/20/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/21/2021","AQS","380650002","1","2.2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/22/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/23/2021","AQS","380650002","1","3.1","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/24/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/25/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/26/2021","AQS","380650002","1","8.9","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/27/2021","AQS","380650002","1","4.5","ppb","4","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/28/2021","AQS","380650002","1","3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/29/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"04/30/2021","AQS","380650002","1","3.4","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/01/2021","AQS","380650002","1","2.1","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/02/2021","AQS","380650002","1","2.8","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/03/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/04/2021","AQS","380650002","1","5","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/05/2021","AQS","380650002","1","5.2","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/06/2021","AQS","380650002","1","3.8","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/07/2021","AQS","380650002","1","2.1","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/08/2021","AQS","380650002","1","5.2","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/09/2021","AQS","380650002","1","2.2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/10/2021","AQS","380650002","1","2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/11/2021","AQS","380650002","1","5.8","ppb","5","HANNOVER","19","79.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/12/2021","AQS","380650002","1","3.5","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/13/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/14/2021","AQS","380650002","1","4.9","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/15/2021","AQS","380650002","1","5.5","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/16/2021","AQS","380650002","1","5.3","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/17/2021","AQS","380650002","1","5.8","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/18/2021","AQS","380650002","1","4.3","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/19/2021","AQS","380650002","1","4.2","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/20/2021","AQS","380650002","1","4.3","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/21/2021","AQS","380650002","1","5.6","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/22/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","23","96.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/23/2021","AQS","380650002","1","5.3","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/24/2021","AQS","380650002","1","4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/25/2021","AQS","380650002","1","2","ppb","2","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/26/2021","AQS","380650002","1","5","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/27/2021","AQS","380650002","1","5.3","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/28/2021","AQS","380650002","1","2.2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/29/2021","AQS","380650002","1","2.4","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/30/2021","AQS","380650002","1","4.2","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"05/31/2021","AQS","380650002","1","6","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/01/2021","AQS","380650002","1","8.4","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/02/2021","AQS","380650002","1","5.8","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/03/2021","AQS","380650002","1","7.5","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/04/2021","AQS","380650002","1","10.2","ppb","9","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/05/2021","AQS","380650002","1","9.8","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/06/2021","AQS","380650002","1","5.2","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/07/2021","AQS","380650002","1","10.3","ppb","9","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/08/2021","AQS","380650002","1","11.6","ppb","10","HANNOVER","22","92.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/09/2021","AQS","380650002","1","8.3","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/10/2021","AQS","380650002","1","7.4","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/11/2021","AQS","380650002","1","4.2","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/12/2021","AQS","380650002","1","4.4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/13/2021","AQS","380650002","1","6.4","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/14/2021","AQS","380650002","1","5.3","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/15/2021","AQS","380650002","1","6.9","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/16/2021","AQS","380650002","1","5.6","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/17/2021","AQS","380650002","1","4.7","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/18/2021","AQS","380650002","1","6.4","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/19/2021","AQS","380650002","1","4.3","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/20/2021","AQS","380650002","1","5.2","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/21/2021","AQS","380650002","1","9.9","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/22/2021","AQS","380650002","1","8.8","ppb","8","HANNOVER","20","83.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/23/2021","AQS","380650002","1","6.9","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/24/2021","AQS","380650002","1","6.6","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/25/2021","AQS","380650002","1","6.7","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/26/2021","AQS","380650002","1","5.1","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/27/2021","AQS","380650002","1","5.4","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/28/2021","AQS","380650002","1","4.5","ppb","4","HANNOVER","23","96.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/29/2021","AQS","380650002","1","3.8","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"06/30/2021","AQS","380650002","1","8.6","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/01/2021","AQS","380650002","1","12.3","ppb","11","HANNOVER","23","96.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/02/2021","AQS","380650002","1","3.2","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/03/2021","AQS","380650002","1","3.7","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/04/2021","AQS","380650002","1","3.7","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/05/2021","AQS","380650002","1","5.3","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/06/2021","AQS","380650002","1","5.4","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/07/2021","AQS","380650002","1","10.6","ppb","9","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/08/2021","AQS","380650002","1","5.9","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/09/2021","AQS","380650002","1","9.2","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/10/2021","AQS","380650002","1","3.3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/11/2021","AQS","380650002","1","4.4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/12/2021","AQS","380650002","1","4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/13/2021","AQS","380650002","1","5.8","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/14/2021","AQS","380650002","1","10.3","ppb","9","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/15/2021","AQS","380650002","1","25.5","ppb","24","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/16/2021","AQS","380650002","1","5.8","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/17/2021","AQS","380650002","1","2.7","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/18/2021","AQS","380650002","1","3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/19/2021","AQS","380650002","1","3.1","ppb","3","HANNOVER","22","92.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/20/2021","AQS","380650002","1","4.4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/21/2021","AQS","380650002","1","4.1","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/22/2021","AQS","380650002","1","6.5","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/23/2021","AQS","380650002","1","7","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/24/2021","AQS","380650002","1","6.7","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/25/2021","AQS","380650002","1","3.9","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/26/2021","AQS","380650002","1","11.7","ppb","10","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/27/2021","AQS","380650002","1","16","ppb","15","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/28/2021","AQS","380650002","1","4.8","ppb","4","HANNOVER","23","96.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/29/2021","AQS","380650002","1","3.8","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/30/2021","AQS","380650002","1","3.5","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"07/31/2021","AQS","380650002","1","5.4","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/01/2021","AQS","380650002","1","4.5","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/02/2021","AQS","380650002","1","3.4","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/03/2021","AQS","380650002","1","7.2","ppb","7","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/04/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
