"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"07/21/2021","AQS","380150003","1","5.1","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"07/22/2021","AQS","380150003","1","11.4","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"07/23/2021","AQS","380150003","1","16.6","ppb","15","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"07/24/2021","AQS","380150003","1","7.9","ppb","7","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"07/25/2021","AQS","380150003","1","5.4","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"07/26/2021","AQS","380150003","1","7.7","ppb","7","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"07/27/2021","AQS","380150003","1","8.5","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"07/28/2021","AQS","380150003","1","8.5","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"07/29/2021","AQS","380150003","1","7.3","ppb","7","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"07/30/2021","AQS","380150003","1","9.9","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"07/31/2021","AQS","380150003","1","5.2","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/01/2021","AQS","380150003","1","8.5","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/02/2021","AQS","380150003","1","9.2","ppb","8","BISMARCK RESIDENTIAL","22","92.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/03/2021","AQS","380150003","1","13.9","ppb","12","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/04/2021","AQS","380150003","1","4.7","ppb","4","BISMARCK RESIDENTIAL","22","92.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/05/2021","AQS","380150003","1","5.1","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/06/2021","AQS","380150003","1","6.6","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/07/2021","AQS","380150003","1","5.7","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/08/2021","AQS","380150003","1","7.1","ppb","7","BISMARCK RESIDENTIAL","19","79.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/09/2021","AQS","380150003","1","5.8","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/10/2021","AQS","380150003","1","6.8","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/11/2021","AQS","380150003","1","6.8","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/12/2021","AQS","380150003","1","5.7","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/13/2021","AQS","380150003","1","9.2","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/14/2021","AQS","380150003","1","7.4","ppb","7","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/15/2021","AQS","380150003","1","6.9","ppb","6","BISMARCK RESIDENTIAL","22","92.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/16/2021","AQS","380150003","1","9.4","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/17/2021","AQS","380150003","1","11.3","ppb","10","BISMARCK RESIDENTIAL","19","79.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/18/2021","AQS","380150003","1","4.8","ppb","4","BISMARCK RESIDENTIAL","19","79.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/19/2021","AQS","380150003","1","4.2","ppb","4","BISMARCK RESIDENTIAL","21","88.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/20/2021","AQS","380150003","1","11.1","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/21/2021","AQS","380150003","1","5.9","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/22/2021","AQS","380150003","1","5.1","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/23/2021","AQS","380150003","1","17.4","ppb","16","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/24/2021","AQS","380150003","1","10.1","ppb","9","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/25/2021","AQS","380150003","1","11.1","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/26/2021","AQS","380150003","1","2.6","ppb","2","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/27/2021","AQS","380150003","1","13.5","ppb","12","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/28/2021","AQS","380150003","1","11.8","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/29/2021","AQS","380150003","1","7.2","ppb","7","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/30/2021","AQS","380150003","1","11.9","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"08/31/2021","AQS","380150003","1","8.9","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/01/2021","AQS","380150003","1","3","ppb","3","BISMARCK RESIDENTIAL","21","88.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/02/2021","AQS","380150003","1","8.5","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/03/2021","AQS","380150003","1","13.9","ppb","12","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/04/2021","AQS","380150003","1","9.6","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/05/2021","AQS","380150003","1","9","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/06/2021","AQS","380150003","1","6.1","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/07/2021","AQS","380150003","1","11.9","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/08/2021","AQS","380150003","1","15.9","ppb","14","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/09/2021","AQS","380150003","1","7.3","ppb","7","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/10/2021","AQS","380150003","1","12.3","ppb","11","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/11/2021","AQS","380150003","1","1.6","ppb","1","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/12/2021","AQS","380150003","1","2.5","ppb","2","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/13/2021","AQS","380150003","1","14.6","ppb","13","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/14/2021","AQS","380150003","1","11.1","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/15/2021","AQS","380150003","1","5.6","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/16/2021","AQS","380150003","1","4.3","ppb","4","BISMARCK RESIDENTIAL","22","92.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/17/2021","AQS","380150003","1","5.9","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/18/2021","AQS","380150003","1","2.1","ppb","2","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/19/2021","AQS","380150003","1","4.4","ppb","4","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/20/2021","AQS","380150003","1","6.6","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/21/2021","AQS","380150003","1","10.3","ppb","9","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/22/2021","AQS","380150003","1","10.2","ppb","9","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/23/2021","AQS","380150003","1","9.5","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/24/2021","AQS","380150003","1","11.3","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/25/2021","AQS","380150003","1","6.1","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/26/2021","AQS","380150003","1","8.5","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/27/2021","AQS","380150003","1","5.3","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/28/2021","AQS","380150003","1","4.4","ppb","4","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/29/2021","AQS","380150003","1","7","ppb","7","BISMARCK RESIDENTIAL","21","88.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"09/30/2021","AQS","380150003","1","9.4","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/01/2021","AQS","380150003","1","13.6","ppb","12","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/02/2021","AQS","380150003","1","11.3","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/03/2021","AQS","380150003","1","13.3","ppb","12","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/04/2021","AQS","380150003","1","23","ppb","22","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/05/2021","AQS","380150003","1","3.6","ppb","3","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/06/2021","AQS","380150003","1","4.9","ppb","4","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/07/2021","AQS","380150003","1","6.3","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/08/2021","AQS","380150003","1","5.8","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/09/2021","AQS","380150003","1","2.5","ppb","2","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/10/2021","AQS","380150003","1","7.8","ppb","7","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/11/2021","AQS","380150003","1","8.1","ppb","8","BISMARCK RESIDENTIAL","21","88.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/12/2021","AQS","380150003","1","4","ppb","4","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/13/2021","AQS","380150003","1","3.4","ppb","3","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/14/2021","AQS","380150003","1","5.8","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/15/2021","AQS","380150003","1","8.4","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/16/2021","AQS","380150003","1","25.2","ppb","24","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/17/2021","AQS","380150003","1","18.1","ppb","17","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/18/2021","AQS","380150003","1","13.5","ppb","12","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/19/2021","AQS","380150003","1","4.1","ppb","4","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/20/2021","AQS","380150003","1","5.4","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/21/2021","AQS","380150003","1","21","ppb","20","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/22/2021","AQS","380150003","1","5.7","ppb","5","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/23/2021","AQS","380150003","1","3","ppb","3","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/24/2021","AQS","380150003","1","2","ppb","2","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/25/2021","AQS","380150003","1","4","ppb","4","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/26/2021","AQS","380150003","1","3.6","ppb","3","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/27/2021","AQS","380150003","1","14.6","ppb","13","BISMARCK RESIDENTIAL","21","88.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/28/2021","AQS","380150003","1","15.8","ppb","14","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/29/2021","AQS","380150003","1","14.6","ppb","13","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/30/2021","AQS","380150003","1","4","ppb","4","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"10/31/2021","AQS","380150003","1","11.4","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/01/2021","AQS","380150003","1","12.2","ppb","11","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/02/2021","AQS","380150003","1","22.2","ppb","21","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/03/2021","AQS","380150003","1","14.6","ppb","13","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/04/2021","AQS","380150003","1","11.5","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/05/2021","AQS","380150003","1","11.2","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/06/2021","AQS","380150003","1","12.7","ppb","11","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/07/2021","AQS","380150003","1","7.1","ppb","7","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/08/2021","AQS","380150003","1","15.3","ppb","14","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/09/2021","AQS","380150003","1","18.6","ppb","17","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/10/2021","AQS","380150003","1","15.2","ppb","14","BISMARCK RESIDENTIAL","20","83.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/11/2021","AQS","380150003","1","6.2","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/12/2021","AQS","380150003","1","13.1","ppb","12","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/13/2021","AQS","380150003","1","7","ppb","7","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/14/2021","AQS","380150003","1","15.3","ppb","14","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/15/2021","AQS","380150003","1","6","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/16/2021","AQS","380150003","1","8","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/17/2021","AQS","380150003","1","4.6","ppb","4","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
